pregen	mscoco_R^2	mscoco_R	mscoco_p	flickr30k_R^2	flickr30k_R	flickr30k_p	flickr8k_R^2	flickr8k_R	flickr8k_p	all_R^2	all_R	all_p
mean_sum_prob_prefix0	0.02685961593802849	0.16388903544175398	0.027922765119632105	0.15621400513945674	0.3952391746012239	3.9971643051635364e-08	0.015193246692160012	0.12326088873669544	0.09925222092866463	0.1618084974949854	0.4022542697038596	2.0281994469914553e-22
mean_sum_pplx_none	0.9159275601959629	-0.9570410441543052	1.2278442554471256e-97	0.7887304363427392	-0.8881049692140784	5.463854453617579e-62	0.8828891276261923	-0.9396218003144629	8.090955061905385e-85	0.6865529139042941	-0.8285848863600482	1.2184940371909944e-137
mean_sum_count_none	0.9508380508273006	-0.9751092507136319	2.1975131416327115e-118	0.8279574650524063	-0.9099216807244491	6.140522054883979e-70	0.4374404090051751	-0.6613927796742077	5.219274712512809e-24	0.26245383378021264	-0.5123024826996377	1.8192256480931217e-37
mean_sum_count_filter0	0.9808889953375282	-0.9903984023298544	6.52373504380439e-155	0.967411313964001	-0.9835706959664877	2.79372046116757e-134	0.982291105026899	-0.9911060009034851	7.395995668925218e-158	0.6591479933339222	-0.8118792972689488	7.70292690017106e-128
mean_sum_count_prefix0	0.9945174176512931	0.997254941151606	3.523547710870016e-203	0.7185573553460027	0.8476776246581024	6.960665405822564e-51	0.7711112498803048	0.8781294038353942	6.893251664557839e-59	0.874019534610601	0.9348901190036191	3.523982529199687e-244
mean_sum_normcount_filter0	0.981179947557229	-0.9905452778935595	1.665149785086427e-155	0.9333011516789493	-0.966075127347221	1.3723622438779545e-106	0.9562543759825033	-0.9778825982614188	6.74378782226851e-123	0.851212426401188	-0.9226117419593076	9.808883951546318e-225
mean_sum_normcount_prefix0	0.9949961469169653	0.9974949357851223	1.0358627501960677e-206	0.839420531123931	0.9161989582639412	1.3185040886608398e-72	0.8836230182285234	0.9400122436588384	4.622110953597244e-85	0.9298808000660262	0.9643032718320654	1.208406263075e-312
mean_mean_prob_none	0.6845182352962988	0.8273561719696656	1.8451505513222175e-46	0.5794217421163694	0.7611975710131827	2.6016883073548865e-35	0.79351397437272	0.890794013435609	7.095555443713726e-63	0.6631124695109379	0.8143171799188188	3.3006065660451595e-129
mean_mean_prob_filter0	0.8379858960544779	0.9154156957658515	2.9123110829038316e-72	0.7904101386953278	0.8890501328357855	2.682319040582218e-62	0.8478976083372877	0.9208135578591834	1.051052622625158e-74	0.7884320322235243	0.887936952842669	1.3607439863062334e-183
mean_mean_prob_prefix0	0.02672555433874483	0.1634795226893718	0.02832168645534902	0.15621400513945669	0.3952391746012238	3.9971643051635364e-08	0.015193246692160071	0.12326088873669568	0.09925222092866463	0.16174776127064566	0.4021787678018889	2.0684992596946712e-22
mean_mean_pplx_none	0.9156668715934907	-0.956904839361517	1.617596523057321e-97	0.7887304363427386	-0.8881049692140781	5.4638544536189225e-62	0.8828891276261925	-0.939621800314463	8.090955061904105e-85	0.6864797264886399	-0.8285407210805271	1.2975407713664857e-137
mean_mean_count_none	0.9497105165920932	-0.9745309213114242	1.6544945089314595e-117	0.8279574650524067	-0.9099216807244493	6.140522054882656e-70	0.4374404090051752	-0.6613927796742078	5.219274712512716e-24	0.2624433484377663	-0.5122922490510337	1.8262320611408216e-37
mean_mean_count_filter0	0.9807707279131055	-0.9903386935352498	1.1297496800393622e-154	0.9674113139640008	-0.9835706959664876	2.793720461169264e-134	0.982291105026899	-0.9911060009034851	7.395995668925218e-158	0.6587029945915311	-0.8116051962571033	1.0945184469163455e-127
mean_mean_count_prefix0	0.9945179603767472	0.997255213261253	3.49263848485338e-203	0.7185573553460028	0.8476776246581025	6.960665405822199e-51	0.771111249880305	0.8781294038353943	6.893251664557317e-59	0.8738779247868932	0.9348143798567142	4.767753467615078e-244
mean_mean_normcount_filter0	0.9810543604470944	-0.990481882947434	3.009899895149867e-155	0.9333011516789494	-0.9660751273472211	1.3723622438775477e-106	0.9562543759825031	-0.9778825982614187	6.743787822271557e-123	0.8503222172135312	-0.9221291759908322	4.883584295369057e-224
mean_mean_normcount_prefix0	0.9949953558126985	0.9974945392395381	1.0505404523061792e-206	0.8394205311239312	0.9161989582639413	1.318504088660698e-72	0.8836230182285234	0.9400122436588384	4.622110953597244e-85	0.9299114999650557	0.9643191898770115	1.07410241431e-312
mean_median_prob_none	0.6612256301665338	0.8131578138138585	1.0635459856132097e-43	0.2672196325766135	0.5169329091638619	1.0938862419633802e-13	0.7108884215255881	0.8431419936912098	7.657230132713605e-50	0.58369154956559	0.7639970874064835	1.885296215803933e-104
mean_median_prob_filter0	0.7293866206626928	0.854041345991336	2.1029797899673708e-52	0.5938073701652787	0.7705889761508912	1.1609500882283532e-36	0.7219078657465791	0.8496516143376526	2.391935114471123e-51	0.6082507779170852	0.7799043389525956	1.4553911166293813e-111
mean_median_prob_prefix0	0.0001756299485554007	0.013252544984092705	0.8598456846460567	0.04908960323517672	0.2215617368481677	0.002798062144312753	0.0021618032316934586	-0.04649519579153806	0.5353973753049099	0.11439885108988883	0.33822899208951446	6.429635528752178e-16
mean_median_pplx_none	0.8877117139884535	-0.9421845434884046	1.9118145038400184e-86	0.7679209231450154	-0.8763109739955419	2.367765179145381e-58	0.8621506300434141	-0.9285206675370312	1.6404745634884387e-78	0.7298331725259102	-0.8543027405585857	5.169544572031617e-155
mean_median_pplx_filter0	0.8611729795817944	-0.9279940622556776	3.078740224168073e-78	0.7606446281981767	-0.8721494299706769	3.7120696853251845e-57	0.8638351139165763	-0.9294273042667599	5.486829713141523e-79	0.5719985278856066	-0.7563058428212799	3.27963582774116e-101
mean_median_count_none	0.9218026574979934	-0.9601055449782557	1.9394748480503667e-100	0.647524985609855	-0.8046893721243341	3.661087601354055e-42	0.333362364200666	-0.5773754101108446	2.168489677915367e-17	0.2534054332650841	-0.5033939146087129	4.91947696072195e-36
mean_median_count_filter0	0.98038802699931	-0.9901454574956702	6.5278078695794e-154	0.9654324253195481	-0.9825642092604168	5.311360532639269e-132	0.9802935079262142	-0.9900977264524013	1.0014362137638163e-153	0.6959844243721738	-0.8342568096049164	3.26344427123785e-141
mean_median_count_prefix0	0.9890256362604636	0.9944976803695741	2.3564148815159743e-176	0.6177939630198976	0.7859987042100627	5.0547458807408535e-39	0.6370931971959617	0.7981811806826579	4.947884340564194e-41	0.8256012044940253	0.9086259981389622	3.572635060087696e-206
mean_median_normcount_filter0	0.980239683144766	-0.9900705445294118	1.276623420853907e-153	0.9229953269167518	-0.9607264579039925	4.9355951961905976e-101	0.9528179522373116	-0.9761239430714276	5.657566730786744e-120	0.8431802768939666	-0.9182484831972044	1.3677952404409167e-218
mean_median_normcount_prefix0	0.9920877371356758	0.9960360119672761	5.328301029650563e-189	0.8045108217113558	0.8969452724170833	5.403709544549149e-65	0.7759087172148769	0.8808568085761027	1.0431394523663788e-59	0.849301768912199	0.9215756989592331	3.039254621195333e-223
